Business Id,Business Name,Address,Alcohol,Dancing,Noise Level,Stars
Pfgte-eEN0hvzpL9sVBUJA,The Golf Tavern,30-31 Wrights Houses Edinburgh The Meadows Edinburgh EH10 4HR,1,0,"average",3.5,
WoqzO-JZ51Gx3zSoFkSpaA,Dickens Lounge Bar,88 Dalry Road Haymarket West End Edinburgh EH11 2AX,1,0,null,2.5,
kMXFP97-copDbFE5jimhiw,Argyle Bar,15-17 Argyle Place Marchmont Edinburgh EH9 1JJ,1,0,"average",4.0,
aJxxX8_jS_MokUr8uAk6GA,The Diggers,1-3 Angle Park Terrace Edinburgh EH11 2JX,1,0,"average",3.5,
MhoFBlAVz1dI4dO0iggwug,Wetherspoons,Edinburgh Airport 175 Jubilee Road Edinburgh EH12 9DN,1,0,null,3.5,
2aBTRy6MxW-TvIDphn-AEQ,Hermitage Bar,1 Comiston Road Morningside Edinburgh EH10 6AA,1,0,null,3.0,
UO6N3R4-oAFQ_7EpdS1m4A,The Grosvenor,26-28 Shandwick Place West End Edinburgh EH2 4RT,1,0,null,3.0,
N9p41uAx9P7Hm2xQJ14j1g,Spey Lounge,39 Leith Walk Leith Edinburgh EH6 8LS,1,0,null,3.5,
hF9xedbhPeTwqg6bZilnhQ,Stratfords Bar,227-229 Gorgie Road Edinburgh EH11 1TU,0,0,null,2.5,
eF4Z2n6kQ95nWURt_5BMGA,Harbour Inn,4-6 Fishmarket Square Leith Edinburgh EH6 4LW,0,0,null,4.0,
V43ZSii2SQ8DPlag09Ty9A,The Cuddie Brae,91 Newcraighall Road Musselburgh EH21 8RX,1,0,null,2.5,
JsATmMz_EBHlALIYzs9qLg,Old Chain Pier,32 Trinity Crescent Leith Edinburgh EH5 3ED,1,0,"average",3.5,
_ZEt6rod-HGNWhFkX0qmJw,Flotterstone Inn,Penicuik EH26 0PP,1,0,null,4.0,
TTFeXOruMGQt0MM2zvSGAA,The Globe Bar,30 Niddry Street Newington Edinburgh EH1 1LG,1,0,"loud",3.5,
SJyBZwwmVcF9bMI94iIgTg,The Playfair,Omni Ctr Leith Walk Edinburgh EH1 3AJ,1,0,null,3.0,
PcmstjcdLFk6SOR4qMWu_g,Bennet's of Morningside,1 Maxwell Street Morningside Edinburgh EH10 5HT,0,0,null,3.5,
18GAPkBBiFaFbpZ6yzqTIQ,Victoria Bar,25 Causewayside Newington Edinburgh EH9 1QF,1,0,null,2.0,
iSBjkEtNobyK8iUGMXDNmA,Corstorphine Inn,17 Corstorphine High Street Edinburgh EH12 7SU,1,0,"quiet",3.5,
8JNqUTrXATJyNet8kL85Qg,Ryrie's Bar,1 Haymarket Terrace West End Edinburgh EH12 5EY,1,0,"average",3.5,
MRJ3f9ftGH1vlvbVIfVpUw,Drouthy Neebors,1-2 West Preston Street Newington Newington Edinburgh EH8 9PX,1,0,null,3.5,
kyxxu2aKTdd_2rFlZmDeHw,Blackhall Lounge,26-28 Hillhouse Road Edinburgh EH4 2AG,0,0,null,4.0,
-kgjZ9tMM_MfXohtPTv40Q,Ormelie Bar,44 Joppa Road Edinburgh EH15 2ET,1,0,null,4.0,
HrXaNbN9X_qgAUHWBlPJtA,Caley Sample Room,58 Angle Park Terrace Edinburgh EH11 2JR,1,0,null,3.5,
wMFqv2QBSzk3XqY7l4UOtg,Montpelliers (Edinburgh),41 Lothian Street Newington Edinburgh EH1 1HB,0,0,null,4.5,
akaS7xoYKHKmwAD7xQ7owg,Bridge Inn Ratho,27 Baird Road Ratho EH28 8RU,1,0,"very_loud",3.5,
oPn0u6DcIeT7dZmpPCaU9A,Winston Lounge Bar,20 Kirk Loan Edinburgh EH12 7HD,0,0,null,4.5,
2KiXw5gtGJfDK1jw9jJ5wA,Monterey Pub,1227 Monterey St North Side Pittsburgh PA 15212,1,0,"average",4.5,
p5ReAGpy8zqtrUtAXQnD-Q,Benchwarmers Grill,801 S Power Rd Mesa AZ 85206,1,0,null,1.5,
PdTOGCRK-ZXBYIhlHQXDhg,The Red Lion,2127 Ayrsley Town Blvd Steele Creek Charlotte NC 28273,1,0,null,3.0,
F1qVJwZrwzHc0OjolMPK_g,Irish Republic,58 S San Marcos Pl Chandler AZ 85225,1,0,"average",3.0,
P9zs1E1Z4JqIR-zPmD1URw,New Amsterdam,4421 Butler St Lawrenceville Lawrenceville PA 15201,1,0,"average",4.0,
h16e3XoDeeNdWjOT7JtRnw,Sierra Gold,6929 Aliante Pkwy Las Vegas NV 89084,1,0,"average",3.5,
dAMoHX6zBR4uvwKx6SetmQ,J C Wooloughan Irish Pub,221 N Rampart Blvd Westside Las Vegas NV 89145,1,0,"average",3.0,
o2lSpk7qafaiY1brDw8J6A,The World's End,4 High St Old Town Newington Edinburgh EH1 1TB,1,0,"loud",3.5,
rn1AwDcGftmxlvmu5K99eg,Thunderbird Pub,1 Global Pl Glendale AZ 85306,1,0,"quiet",5.0,
iU_UJZYFr1UjOecE57pgoQ,Biddy Mulligans,94-96 Grassmarket Grassmarket Edinburgh EH1 2JR,1,0,"loud",3.5,
YLLgpK6W2JSO4QLT-LM2Fw,The Lodge at Grand Teton,8350 Grand Teton Dr. Centennial Las Vegas NV 89129,1,0,"average",3.0,
kGhwcN6hgxeJEZtNrKJnpg,Bigham Tavern,321 Bigham St Mt. Washington Pittsburgh PA 15211,1,0,"loud",4.0,
FeI75xIG8PF_XZ6P80gLBQ,The Turf Public House,705 N 1st St Phoenix AZ 85004,1,0,"average",3.5,
lYgJt5XnKTEjnBPx-aEztw,The Granary,32 The Shore Leith Leith Edinburgh EH6 6QN,1,0,"average",3.5,
dwA1xZctBTqYzcvTUwc6Zw,Doctors,32 Forrest Rd Old Town Edinburgh EH1 2QN,1,0,"loud",3.0,
DMjGB9va_stopLPfUYJelA,Claddagh Irish Pub,407 Cinema Dr South Side Pittsburgh PA 15203,1,0,"loud",3.0,
K9rlhLtpGjpzcVqZ3qxmug,PT's,6610 S Fort Apache Ave Spring Valley Las Vegas NV 89148,1,1,"average",3.0,
o_HVMHPQwnuJj7yqn_c5lg,Murphy's Tavern,3737 East Washington Ave Mayfair Park Madison WI 53704,1,0,"quiet",3.5,
fytNHpJ5Js9hkD_cQO8rBA,Boda,229 Leith Walk Leith Edinburgh EH6 8NY,1,0,"average",4.0,
rR_szXNwNQB-MgEoTElb8Q,Hofbrauhaus,2705 S Water St South Side Pittsburgh PA 15203,1,1,"very_loud",4.0,
mJfIIl-i3NYiIR9Gzs48LQ,Lebowski's Neighborhood Grill,1524 East Blvd Dilworth Charlotte NC 28203,1,0,"average",4.0,
JHhc2uG504k5j-laxFJ0yg,Missouri Tavern,7071 Kickaboo Rd. Waunakee WI 53597,1,0,null,3.0,
MXOdsPTLQPsQK9hUq01DWg,Arcadia Tavern,4801 E Indian School Rd Phoenix AZ 85018,1,0,"average",3.5,
gfMBYc8GW9aitUbcvPgPDg,The Bad Ass Bistro,167 Rose Street Edinburgh New Town Edinburgh EH2 4LS,0,0,null,3.0,
8LmoxL6HvQodk0l5PPgaFw,Le Sainte Elisabeth,1412 rue Sainte-Elisabeth Montréal QC H2X 3C6,1,0,"average",4.0,
Qjl6aqudDq7LJYEC8uCkdw,Negociants,45-47 Lothian Street Newington Edinburgh EH11 1HB,1,0,"quiet",3.5,
8DJsERBVM0Em96dDKxKSlw,Dropkick Murphys,7 Merchant Street Old Town Edinburgh EH1 2QD,1,1,"average",3.5,
_ZyFytyHTuYJoZgwj7yitQ,Clancy's Pub,4432 N Miller Rd Scottsdale AZ 85251,1,0,"loud",3.5,
HEZ8O_EvIBLHKgo93IkGTA,PD's Pub,5832 Forward Ave Squirrel Hill Pittsburgh PA 15217,1,0,null,2.5,
4OV711euaaxtp5bBIfiNMQ,Blind Pig Brewery,120 N Neil St Champaign IL 61820,1,0,"average",4.0,
5ZuOpHt4cRcVL9x4bb6VIA,Victoria,265 Leith Walk Leith Edinburgh EH6 8PD,1,0,"average",4.0,
eQX9DwovKIwB5FncvOMhMQ,R.T. O'Sullivan's,6646 Superstition Springs Mesa AZ 85206,1,0,"average",3.0,
g8dcjPzIJGwY-u4GAeHxnQ,Center Bar,New York-New York Las Vegas Hotel & Casino 3790 Las Vegas Blvd S The Strip Las Vegas NV 89109,1,1,"average",3.0,
WGcY8_1NjbEdg57qgB8BEA,Tilted Kilt Pub & Eatery,13230 Carowinds Blvd Steele Creek Charlotte NC 28273,1,0,"loud",3.0,
xsSnuGCCJD4OgWnOZ0zB4A,Hungry Monk,1760 W Chandler Blvd Ste 2 Chandler AZ 85224,1,0,"average",4.0,
sCP15vpcbWEGqhNtFFd1AQ,Morningside Glory,1 Comiston Road Morningside Edinburgh EH10 6AA,1,0,null,3.5,
6uZqR0MsU9UMEX_FftYSdA,Freakin' Frog,4700 S Maryland Pkwy University Las Vegas NV 89119,1,0,"average",4.0,
ZztUsJyGDwPySepmXRG13g,Dave's Electric Brewpub,502 S College Tempe AZ 85281,1,0,"average",3.0,
3C84uawGg_icNH4BNiSmjQ,Murphy's Law Irish Bar & Grill,1590 E Flamingo Rd Eastside Las Vegas NV 89119,1,0,"average",3.5,
fWEqiLMhZngOIaCfED-M4A,The Advocate,7 Hunter Square Old Town Newington Edinburgh EH1 1QW,1,0,"average",3.5,
tTVe5wrzCVEMPzBNmdgM3A,Pizza Sola,114 Atwood St Oakland Pittsburgh PA 15213,1,0,"quiet",3.5,
Fq1mqtxs32EkSRx8RZ7dSg,Nate's Third Base Pub,1949 W Ray Rd Ste 11 Chandler AZ 85224,1,0,"average",2.5,
H-pXhtIE-rRfHiusL685ng,Taste of Tops,403 W University Dr Tempe AZ 85281,1,0,"average",4.5,
bFIOaAXd7iv6Zvnqx7D71A,Devil's Advocate Bar & Grill,955 E University Dr Tempe AZ 85281,1,0,"loud",3.5,
WkGl46RIsgyhqj5CSPejSQ,PT's,10940 S Eastern Ave Anthem Henderson NV 89052,1,0,"average",3.0,
rEOLxrWxlE0k6Sbtp5c8Rg,Le Barbare,4670 Rue Saint-Denis Montréal QC H2J 2L3,1,0,"average",2.5,
y3BaMdz1A_Bd6xYLquh5gQ,Tonic Tavern & Kitchen,3400 W Chandler Blvd Ste 5 Chandler AZ 85226,1,0,"average",3.5,
MzbPhJboUwkdthdwkpqmiw,Aces & Ales,3740 S Nellis Blvd Las Vegas NV 89121,1,0,"average",4.0,
aPr3BWg1qUwr4V3KkOAYug,Dagda Bar,93-95 Buccleuch Street Newington Edinburgh EH8 9NG,1,0,"average",4.0,
QzdxRy3SJZ_JdngcherBcg,Eddie's Alehouse & Eatery,238 E Main St Sun Prairie WI 53590,1,0,"average",3.5,
yZwWJQmisOgR5r1hMaTGyg,Wonder Bar Steakhouse,222 E Olin Ave Madison WI 53713,1,0,"average",4.0,
jp82a8K8z2p_LYzh6v3JjQ,Courtyard Hooligans,140 Brevard Ct Uptown Charlotte NC 28202,1,0,"average",4.5,
CchFSMdUDeAB_jvVjRt-0Q,Tgi Friday's,6840 Northlake Mall Dr Charlotte NC 28216,1,0,"loud",3.0,
z4ZMFSxRJGLIbOY33V3jvA,Custom Home Pubs,11416 E Independence Blvd Ste K Matthews NC 28105,1,0,"quiet",4.5,
rHkS1Lnz2VyHJez6Ppa3-w,The Black Rose Tavern,49 Rose Street New Town New Town Edinburgh EH2 2NH,1,0,"very_loud",3.5,
d7vskTZ_tjTW3FsRF-NUug,Whiskey Warehouse,1221 The Plz Charlotte NC 28205,1,0,"average",3.5,
CUjHTa8fE_0NhNA_I9E1XQ,Spice Cafe,328 Atwood St Oakland Pittsburgh PA 15213,1,1,"very_loud",4.5,
d1soHzaIu_jE6CrODyjPaQ,Rusty Dory Pub,850 Ohio River Blvd Avalon Pittsburgh PA 15202,0,0,null,3.5,
m44ff_iCoKOxKE5Yrk0C4w,Pido's Pub,1129 Ravine St Homestead PA 15120,1,0,null,3.0,
hkvmfv2v6y5rmhWBqnSkSA,Sonny's Tavern,630 S Millvale Ave Bloomfield Pittsburgh PA 15224,1,0,"average",4.5,
nilhvDCyVBuv7gnNkPWZQg,Brookline Pub,734 Brookline Blvd Brookline Pittsburgh PA 15226,1,1,"loud",3.5,
172WuaexC5-K1_uzufxn3Q,Kay's Bar,39 Jamaica Street West New Town Edinburgh EH3 6HF,1,0,"average",4.5,
CU5d1QN2A5cgcR9zmLVS0g,The Cooper's Tavern,20 W Mifflin St Capitol Madison WI 53703,1,0,"average",4.0,
di0k415NkTOQp6mZ6AbTOQ,Sprecher's Restaurant and Pub,1265 John Q Hammons Rd Madison WI 53717,1,0,"average",3.0,
IeUfyhkxRHoz1nhrvzOJdA,Winchell's Pub & Grill,5445 Simmons Street North Las Vegas NV 89031,1,0,"average",4.0,
nzyXuP1HlxvUxZTLNJWiBg,Winchell's Pub & Grill,2520 E Craig Rd North Las Vegas NV 89030,1,0,"average",3.0,
Ew2JBmTFhGTm6Uk6WMc8RA,Erin's Sheppards,3114 E Cactus Rd Phoenix AZ 85032,0,0,null,3.5,
Y5IwyffEF0MhRZxMheJ0pA,Robbie Fox's Public House,640 S Mill Ave Ste 120 Tempe AZ 85281,1,1,"average",3.5,
mAlREmwuZNrn9dmoDBE8fw,Lj Bar & Grill,1243 E Sahara Ave Downtown Las Vegas NV 89104,0,0,null,4.5,
NUl8uEz5ijDAZvkgCQrrpA,PT's,2135 E Centennial Pkwy Las Vegas NV 89081,1,0,"very_loud",3.5,
9S1tgwjtErBJywAlXuSIlw,PT's,5630 S Hualapai Way Spring Valley Las Vegas NV 89148,1,0,"quiet",4.0,
tv75WjU8kSLuau56e7r70w,Tomfoolery Pub,1331 S Boulder Hwy Henderson NV 89015,0,0,null,3.0,
xKoTdBxoSr08IJKq0WASqw,Logan's Pub,301 N Craig St Oakland Pittsburgh PA 15213,1,0,"average",3.5,
NjHwPn2d3TL_xxnheXoSmw,Ye Olde Orchard Pub & Grill,20 Rue Prince Arthur Ouest Montréal QC H2X 1S3,1,0,"loud",4.5,
1ZszZEN9jaUbz3ylEUOUvg,The Banshee Labyrinth,29-35 Niddry Street Newington Edinburgh EH1 1LG,1,1,"loud",3.5,
WjLtEWGvPSIfwMZXUMHX8g,Rivertowne,337 N Shore Dr North Side Pittsburgh PA 15212,1,0,"very_loud",3.0,
gSawKODjaZuijWuBoUNSIg,Guilty Lily,284 Bonnington Road Leith Edinburgh EH6 5BE,1,0,null,3.5,
SczkajqoJLycUK_yedMzGw,The Abbotsford,3-5 Rose Street New Town Edinburgh EH2 2PR,1,0,"quiet",4.0,
InBpvDr0st8bpX6Io3CxHA,Aspen Bar and Grill,66 South Bridge Newington Edinburgh EH1 1LS,1,0,null,2.5,
1Uc8ehbpZYqXCGj2G_DU0w,The Green Mantle,44 W Crosscauseway Newington Edinburgh EH8 9JP,1,0,null,4.0,
QQbUf3pDMwVhzDxOGhCU4w,The Chanter,30 - 32 Bread Street Old Town Edinburgh EH3 9AF,1,0,"loud",3.5,
QmTGCPfHt2L7Og9W7XnOMA,Malones Irish Bar,14 Forrest Road Old Town Old Town Edinburgh EH1 2QN,1,0,"average",3.5,
kO4i97vayoJlrrBvNpbf2g,Wayside,114 Causewayside Newington Newington Edinburgh EH9 1PU,0,0,null,4.0,
CcORzaj1ss2hxp-78jtDSg,The Black Bull,12 Grassmarket Grassmarket Edinburgh EH1 2JU,1,1,null,3.5,
DKuFuQsYljAejfmiEG9rDw,The Crags,58 Dalkeith Road Newington Edinburgh EH16 5AD,1,0,null,3.5,
D2o7d1lDPaz66_CqCkAZfw,The Auld Hoose,23-25 St Leonard's Street Newington Edinburgh EH8 9QN,1,0,"loud",4.0,
rk8XdNAzw9wT-YQwkSrWvg,The Links Bar,4-6 Alvanley Terrace The Meadows Edinburgh EH9 1DU,1,0,"average",3.0,
L1xI-zId4h2mL26C6D0ZeA,The Ale House,18-22 Clerk Street Newington Edinburgh EH8 9HX,1,0,null,2.5,
y8iabIrlbl_zTbHkSScLLw,The Omni Centre,28 Greenside Row Edinburgh EH1 3AJ,1,0,"loud",3.5,
b_YLXCHmz45Kv1Fk8q3ADQ,The Stockbridge Tap,2-4 Raeburn Pl Stockbridge Edinburgh EH4 1HN,1,0,"average",3.5,
KeB7A7vUQG1dg6a0R43khw,The Knuckle Down Saloon,2513 Seiferth Rd Madison WI 53716,1,1,"average",4.0,
_31B--Q8eNp8ZLQ8bJabOw,Nor Loch Bar,Waverley Railway Station Old Town Edinburgh EH1 1BB,1,0,"average",2.5,
T1b4sjLLxwln8YJoBbwyng,The Grapes,77 Clerk Street Newington Edinburgh EH8 9LF,1,0,null,2.5,
-GZsHVDlI6wvLsgD1Yaj0g,The Beat Coffeehouse,520 Fremont St Ste 101 Downtown Las Vegas NV 89101,1,0,"average",4.0,
nhKVwGPmDjMDTOygMh1Rqg,Belushi's,9-13 Market Street Old Town Old Town Edinburgh EH1 1DE,1,0,"very_loud",3.5,
2G-I9lROOVwkIkBSE8iVZg,Mortimer's Cafe and Pub,210 E Trade St Ste 148-C Uptown Charlotte NC 28202,1,0,"average",3.5,
jKtlmVwJiILyVUIW87E1hw,Roseleaf,23/24 Sandport Place Leith Leith Edinburgh EH6 6EW,1,0,"average",4.0,
vGWHIHPd96AgAoykWPNCFw,Citizen Smith,168 Rose Street New Town New Town Edinburgh EH2 4,0,0,null,4.5,
9X-4Z7QAmzXqitPDe3PcKA,Corcoran's Irish Pub - McCarran Airport,5757 Wayne Newton Boulevard Southeast Las Vegas NV 89120,1,0,null,3.0,
tky30BR1tGMN0554iNEYuQ,Choices Pub,6720 W Cheyenne Ave Northwest Las Vegas NV 89108,1,1,"average",3.5,
k8Vih-WEeO5Jmilhbm2xmg,Sharp Edge Bistro Penn,922 Penn Ave Downtown Pittsburgh PA 15222,1,0,"average",3.5,
ho96ys485-7NJMfDXvFZNA,Sofi's,65 Henderson Street Leith Edinburgh EH6 6ED,1,0,"average",4.0,
EfKu8rNBm9GWeUAmXfyRPQ,The Standard,24 Howe Street New Town Edinburgh EH3 6TG,0,0,null,3.5,
jLyC-1SYH7eXJEpVaZjMCg,Broue Pub Brouhaha,5860 Avenue de Lorimier Montréal QC H2G 2N9,1,0,null,4.0,
h3pSnF4XNz0bXup9EQbIDQ,The Harp and Castle,298 Leith Walk Leith Edinburgh EH6 5BU,1,0,null,3.5,
pXpjArpg7mdmn3ujSlFBUg,PT's,1281 S Decatur Blvd Westside Las Vegas NV 89102,1,0,"average",3.5,
T5PXQ46NDK9pV9ztsojcdg,John Leslie,45 Ratcliffe Terrace Newington Edinburgh EH9 1SU,1,0,"average",4.0,
MJuJi5bRJJZIFPo8JfCQkQ,The Auld Toll Bar,37 - 39 Leven Street The Meadows Edinburgh EH3 9LH,0,0,null,3.0,
xuuJSD0Wjc1WMIbAIEObng,Cramond Inn,30 Cramond Glebe Rd Cramond Village Edinburgh EH4 6NU,1,0,"average",3.5,
TD93tTmCi3zFdeWR6Ckj5Q,The Brauhaus,105 Lauriston Place Old Town Edinburgh EH3 9JG,1,0,"loud",3.5,
Io1aKHCNygwdRyOpexok1Q,Black Bo's Bar,57-61 Blackfriars Street Newington Edinburgh EH1 1NB,0,0,null,5.0,
WW0dse3O1iLqiR-DxjTVBA,Molly MacPherson's Scottish Pubs & Grill,127 N Tryon St Unit 8 Fourth Ward Charlotte NC 28202,1,0,"very_loud",3.5,
iqSs3u2rlsiCDPu-jWj0Jw,Queen Victoria Pub,Riviera Hotel 2901 Las Vegas Blvd S The Strip Las Vegas NV 89109,1,0,"average",3.5,
Y2ClurK-CH47qiaxwyu4WQ,Gaststätte Die Kippe,Gottesauerstr. 23 76131 Karlsruhe,1,0,"average",4.0,
QW2ZAJDLNJfq1tezuB6aOg,Kranz,Pfinztalstraße 39 76227 Karlsruhe,1,0,null,4.5,
rpSKQ-pHcRxKCNuhoEZ2iw,Litfaß,Kreuzstr. 10 76133 Karlsruhe,1,0,null,3.0,
1vObhKVuXQF7YX5R6qxwVA,Rote Taube,Kriegsstrasse 276 76135 Karlsruhe,1,1,"average",4.0,
mJxdH_5Oy4kARMwO4KF_bg,Heilige Sophie,Sophienstr. 35 76133 Karlsruhe,1,0,null,3.0,
UR74mUyGwu2lKDmPELcPZg,Titanic,Kronenstr. 3 76133 Karlsruhe,1,0,null,4.0,
HRJXrlHvba77mu4Yyi0QQA,The Alexander Graham Bell,128 George Street New Town Edinburgh EH2 4JZ,0,0,null,2.5,
XIG3djQzkwR4qdCgG87Z3Q,1780,167 Rose St New Town Edinburgh EH2 4,1,0,"average",3.5,
n_n_WnX-CrjOLpHDr6Xgzg,Kaisergarten,Kaiserallee 23 76133 Karlsruhe,1,0,null,3.0,
GuNsp9jyyZkk-_1-Bd4ltQ,Alte Brauerei,Bruchsaler Str. 22 76356 Weingarten,1,0,"average",4.0,
czgjSyG-L0SgA2KU9Fa80w,Schwarzes Schaf,Wielandtstr. 18 76137 Karlsruhe,0,0,null,4.5,
g054F0-_WB-J3aufvR9XBA,Ghillie Dhu,2-6 Rutland Place West End Edinburgh EH1 2AD,1,1,"very_loud",3.5,
qjM94mEJRjhcFZfjJ0zXVg,Cafe Emaille,Kaiserstr. 142 76133 Karlsruhe,1,0,null,3.5,
QJsgf4Vcj6ZAKmbt4LPtXQ,FG 1,Rintheimer Str. 23 76131 Karlsruhe,1,0,null,5.0,
nPoGKt8T9V2pILdK1f7ZpA,Dom,Hirschhof 5 76133 Karlsruhe,0,0,null,4.0,
wb_EtII5_-kMzYGFC6cD1Q,Die Pinte,Leopoldstr. 15 Innenstadt West 76133 Karlsruhe,1,0,null,4.0,
BVDo1Kgdi-_-vql5IEX3cg,The Spiegel Garden,George Sq Newington Edinburgh EH8 9,1,0,null,4.0,
PA_uPKMxTSkVJUlrNJ7mfA,Cask and Barrel Southside,24-26 W Preston Street Newington Edinburgh EH8 9PZ,1,0,"average",4.0,
FOBG-LVQuWK1HxVfec85Eg,The Penny Black,17 W Register Street New Town Edinburgh EH2 2AA,1,0,null,2.5,
oUwpku1TJrlRAe43D4aAOA,Finnegan's Wake,9B Victoria Street Grassmarket Edinburgh EH1 2HE,1,1,"average",3.0,
Tr_vIZJtsZzM7XWuEGYxgQ,The Espy,62-64 Bath Street Edinburgh EH15 1HF,1,0,"average",3.5,
WzL3daO29hcteDG1WdRotQ,The Amber Rose,22 Castle Street New Town Edinburgh EH2 3HT,1,0,"loud",3.5,
8MxY8ckIhcRgK_zkAq1lYA,The Artisan Bar,35 London Road Edinburgh EH7 5BQ,0,0,null,3.5,
0OME57wDp-KrqTJgkFlQCQ,Crossroads Pub,12806 S Tryon St Steele Creek Charlotte NC 28273,1,0,null,3.5,
_9RMCiDFajX48k12XLnYgg,McLachlans,1 Canonmills Cannonmills Edinburgh EH7 4,1,0,null,3.5,
0tvp5-2PyQlIsbCl4mxh2Q,Carters Bar,185 Morrison Street West End Edinburgh EH3 8DZ,1,0,null,3.5,
IQgYEAssY8LN1OzDDVeD2Q,Lock 25,85-87 Fountainbridge West End Edinburgh EH3 9PU,1,0,null,3.5,
LyW3_k60HBDG_wIQuvsCbA,The Hawes Inn,7 Newhalls Road Edinburgh EH30 9TA,1,0,null,3.5,
-n09dvqcKYzZeen4HdqReQ,Alan Breck Lounge,159 Constitution Street Leith Edinburgh EH6 7AD,1,0,null,2.5,
VcaZryq9wXA7Uy8U_RTYhw,The Brentwood Cafe And Tavern,7315 W Warm Springs Rd Southwest Las Vegas NV 89113,1,0,"average",4.0,
obd-z3P4N5WOwXVvAKtL9Q,McKibbin's Irish Pub,3515 rue Saint-Laurent Montréal QC H2X 2T6,1,0,"average",3.5,
hKmjsDS-nK-cPyUyix-PiQ,PT's,6570 S Buffalo Dr Spring Valley Las Vegas NV 89113,1,0,"average",4.0,
MW-PC5Vpb9Gaq8cGxJ8Chg,Williamsburg Arms,1187 Fischer Hallman Road Kitchener ON N2E 4H9,1,0,"average",3.0,
Nqcl3hDLyiwNQBxQpKCdIQ,Born And Raised,7260 S Cimarron Rd Southwest Las Vegas NV 89113,1,0,"average",3.5,
wndLfeIcNttkK9jHpF6fsg,Shakespeare's Grille & Pub,790 Coronado Center Dr Ste 130 Anthem Henderson NV 89052,1,0,"average",4.0,
sIrAwrRPM4KTD6fajS4_fQ,Underdogs,104 Hanover Street New Town Edinburgh EH2 1DR,1,0,null,3.5,
Ntzv4OWdwq1lNW7lnTJoyg,PT's,3770 S Hualapai Way South Summerlin Las Vegas NV 89147,1,0,"average",4.0,
9GHHH-edaSLwKZahZTdM3g,Capital Tap Haus,107 State St Capitol Madison WI 53703,1,0,"average",3.0,
G_bvx3BjuoWr9A_zfdZ6IQ,PT's,812 W Ann Rd Las Vegas NV 89031,1,0,"loud",2.5,
xdVoVO0SjRth_Af5mtOvTg,Great Dane Pub & Brewing Co,876 Jupiter Dr McClellan Park Madison WI 53718,1,0,"average",4.0,
KP-wkqDHczO7i5Vm_sUhAg,Spectators Bar & Grill,4140 S Durango Dr Spring Valley Las Vegas NV 89147,1,0,"average",4.0,
AYPTLvxlCw2euajnglksTA,JD's Lounge,Scottsdale Plaza Resort 7200 N Scottsdale Rd Scottsdale AZ 85253,1,0,"average",3.0,
d3BX7NS69ZPZP2EdS4UfSw,Ye Olde Orchard Pub & Grill,322 Lakeshore Rd Pointe-Claire QC H9S 4L7,1,0,"average",3.0,
X5_uXVICzEZF9acoPXXr1Q,Bar Waverly,5550 Saint Laurent Montréal QC H2T 1S8,1,0,"loud",3.5,
MC8Fv4Hd4reUsTKJYoZPfg,JackBeagles,3213 N Davidson St NoDa Charlotte NC 28205,1,0,"average",4.0,
2Py-jEUcmmoHjTHvly7iIw,Tourmalet,25 Buchanan Street Leith Edinburgh EH6 8SQ,1,0,"average",4.5,
T6hYDhIZAzPW98_OEbqOSw,The Handlebar Pub and Grill,650 W Apache Trl Apache Junction AZ 85120,1,0,"average",4.5,
jWCL1LjdDBklc1K7hvFMIw,Kilted Pig,101 Colinton Road Edinburgh EH14 1AL,1,0,null,3.0,
qRBeZAFiId0ainBtpFSGuQ,Public House Garage,4855 E Warner Rd Ste A31 Phoenix AZ 85044,1,0,"average",3.5,
EYFV3b2fkt1fOqYnasonfA,Fire Station Pizza and Pub,510 E John St Champaign IL 61820,1,0,"loud",2.0,
jmgKs7CTqSWWwJnFnPIf4A,Rí Rá,The Shoppes at Mandalay Bay Place 3930 Las Vegas Blvd S The Strip Las Vegas NV 89119,1,0,"average",4.0,
SSIseZSpw6eol3G4Q1hFsg,The Chicken Shack,10648 S Maryland Pkwy Southeast Henderson NV 89052,1,0,null,3.5,
lXDnJYOJBYmNQcJuywuZJQ,The Pillar Pub,312 North Myers St Ste 109 First Ward Charlotte NC 28202,1,1,"average",4.0,
ViCyCbRJu6tvzLutn4szGQ,BrewDog,143 Cowgate Newington Edinburgh EH1 1JS,1,0,"average",4.5,
FURgKkRFtMK5yKbjYZVVwA,Windsor,5223 N Central Ave Phoenix AZ 85012,1,0,"average",4.0,
kEcBrySoVcimKF25wLtgmQ,La Drinkerie,2661 Notre-Dame Ouest Montréal QC H3J 1N9,1,0,"average",3.5,
dWW6PSpvxTXH0aDnYwU-fQ,Whiskey Dick's,2750 E Craig Rd West of I-15 North Las Vegas NV 89030,1,1,"average",3.0,
WcfPijF960O8DtSqoLIbcw,Tilted Kilt Pub & Eatery,353 North Shore Dr North Side Pittsburgh PA 15212,1,0,"average",2.5,
3WZirVpghhNWTa4N2HU-xQ,Valhalla Pub and Eatery,317 S Church St Uptown Charlotte NC 28202,1,0,"average",4.0,
Jv6kVPzvYqZIM3Dxhm7ZvA,The Handlebar Pub,650 W Apache Trl Apache Junction AZ 85120,1,1,"average",5.0,
VkQYdpbna8eTYaHZ3fAMbg,Johnson Public House,908 E Johnson St Tenney - Lapham Madison WI 53703,1,0,"average",4.5,
