Business Id,Business Name,Address,By Appointment Only,Open On Weekend,Stars
3NEDZLJIfB2LAgz6hkBxOg,Health,One Children's Hospital Drive 4401 Penn Ave 1st Fl Lawrenceville Pittsburgh PA 15224,0,1,4.5,
lkCRIX6odrbZOuwtACr9Dw,Health,1141 S Braddock Ave Pittsburgh PA 15218,1,0,5.0,
tjqFsMFzCbYtgfr6PdFpzQ,Health,14411 W McDowell Rd Ste C-102 Goodyear AZ 85395,1,1,4.5,
5ZTMM-MV5oXpBEYyr-4NTw,Health,1375 N Scottsdale Ste 180 Scottsdale AZ 85257,0,0,4.5,
EckH8IOIbL5s6YD8-4FvGQ,Health,1100 E Sahara Ave Ste 100 Downtown Las Vegas NV 89104,1,1,3.5,
Fiy5Wiinowc3bRX4wqP_qQ,Health,5940 S Rainbow Blvd Spring Valley Las Vegas NV 89118,1,1,4.5,
u9tyZX5N4CaXSr3yDYXeUg,Health,14009 West McDowell Road Goodyear AZ 85395,0,0,2.5,
a_Bi0FsLOBO_FVYHAql5KQ,Health,7720 West Sahara Avenue Suite 111 Westside Las Vegas NV 89117,1,1,3.5,
No0PQp1KSn21mBPlJAjZaw,Health,4570 Eastern Ave Ste 21 Eastside Las Vegas NV 89119,1,0,4.0,
ZWqB_HBXrfSdWgbmJJ05Ww,Health,335 W Lakeside St Bay Creek Madison WI 53715,1,0,5.0,
mpT7yrC5RoPHRyIfuyLGuQ,Health,6819 W Tropicana Ave Ste 200 Spring Valley Las Vegas NV 89103,1,1,5.0,
hrGzhs0hn3wR4J3kiJ0YyQ,Health,822 E Union Hills Dr Ste 22 Phoenix AZ 85024,0,0,4.5,
Ct_Q9oB95Jm5c14seAFFuQ,Health,7032 E Cochise Rd Ste A130 Scottsdale AZ 85253,0,1,5.0,
mnTIacWXAlKgHwqJ8LUZxg,Health,18291 N Pima Rd Scottsdale AZ 85255,1,0,4.5,
tHXYqjg7PT0CsxuQWLk86Q,Health,9059 W Lake Pleasant Pkwy Ste 540 Peoria AZ 85382,1,0,5.0,
9FUtRtVBvvO--JLVGNgFbA,Health,17014 W Bell Rd Ste 100 Surprise AZ 85374,0,0,2.5,
VSiDFzYPSJBOyUzjvgsbmw,Health,6900 E US Hwy 60 Ste 110 Gold Canyon AZ 85118,1,0,5.0,
EpLyvAlqd5kC2hSB1pQPVg,Health,1900 N Higley Road Gilbert AZ 85234,0,1,2.5,
Hl90g5ovOxV9cUlT8GRMDQ,Health,5424 E Southern Ave Mesa AZ 85206,0,0,1.5,
5uM7FnWCb0cAMixdjFlH6g,Health,13125 N La Montana Dr Fountain Hills AZ 85268,0,0,4.5,
NrvbDoXe_ghMXwk1F8bDsQ,Health,16515 S 40th St Ste 113 Phoenix AZ 85048,0,1,2.5,
YWKdAScveh5Riuxd8-grFA,Health,2211 E Pecos Rd Ste 1 Chandler AZ 85225,1,0,4.0,
Rd-6cfiVMVFMlwDxA4LWqQ,Health,2060 W Whispering Wind Dr Ste 173 Phoenix AZ 85085,1,0,2.0,
TN-bv3aQ1UsqaYQjNh9hlQ,Health,1058 N Higley Rd Ste 212 Mesa AZ 85205,0,0,5.0,
o5fU7Xpa8JBYF-Gz8kev8w,Health,1919 E Thomas Rd Phoenix AZ 85016,0,1,4.5,
EoGHi9Bk8zd8KvYNgiPvWA,Health,1845 S Dobson Rd Ste 202 Mesa AZ 85202,0,1,4.0,
q0Hqow7jdaFjbr4zrBwANg,Health,9377 E Bell Rd Ste 361 Scottsdale AZ 85260,1,0,2.0,
ssRcnZVol_Ix6Clcz6F3RA,Health,3592 S Atherton Blvd Ste 111 Gilbert AZ 85297,1,0,4.5,
iETpacUnwCGQr3mIlgoxiQ,Health,515 W Buckeye Rd Phoenix AZ 85003,0,0,3.0,
9xXO3LVMksbBKb4sdssieg,Health,2727 W Bell Rd Phoenix AZ 85053,0,1,4.5,
2WbPaavl5YDN-xxK-Gnocg,Health,770 E Thunderbird Rd Ste B Phoenix AZ 85022,0,0,5.0,
q5hqzMWNklZrOb_av8HPTw,Health,16515 S 40th St Ste 135 Phoenix AZ 85048,1,0,3.0,
5pEYDbVmt2Il2TmUfckU6w,Health,8324 E Hartford Dr Scottsdale AZ 85255,1,0,2.0,
u_8gnk6esLW3QZ-h7BcSZw,Health,2655 W Carefree Hwy Phoenix AZ 85086,0,1,3.5,
bgZ78hsk97_ejxDeOEO8FA,Health,Glendale AZ 85306,0,1,2.5,
ALbS_4vPGo-X9V6lRDH1sQ,Health,1880 W Frye Rd Ste 3 Chandler AZ 85224,0,0,3.5,
_U5XbAKHIHopzHQnrBQw4A,Health,2945 S Dobson Rd Mesa AZ 85202,1,0,3.5,
ncEgmYNecgBORSFLS2x56A,Health,2550 E Guadalupe Rd Ste 101 Gilbert AZ 85234,1,0,5.0,
yyek8a3rzJhFQkZO_dwjCQ,Health,2545 W Frye Rd Ste 5 Chandler AZ 85224,0,0,1.0,
ylDobk6ik4P9vdJJOI-Ztg,Health,85 W Combs Rd Ste 109 Queen Creek AZ 85140,1,0,3.5,
Oku9A-DKhmteNUAxQBvqiA,Health,290 S Alma School Rd Chandler AZ 85224,0,1,5.0,
myeXjkwF1D-mQ9HDJjDmew,Health,1760 E Pecos Rd Ste 101 Gilbert AZ 85295,1,0,3.5,
6G8FMxuYzz1ye4a386Rc_w,Health,9007 E Shea Blvd Scottsdale AZ 85260,0,0,4.0,
pL-VsE4cmWYYVt196-4WgA,Health,21321 E Ocotillo Rd Ste I121 Queen Creek AZ 85142,1,0,5.0,
emZr6DGfv5TBHIVxJWnhHw,Health,3225 N Civic Center Plz Scottsdale AZ 85251,1,0,5.0,
x5T4eluE2Ma5DqqqlLOfoQ,Health,1150 N Country Club Dr Ste 4 Mesa AZ 85201,1,1,4.5,
c-uu1PnMVdwP1Gcj36keyg,Health,36800 N Sidewinder Rd Carefree AZ 85377,1,0,3.0,
zeo5nhGWRjBpaurrklVWKQ,Health,4530 E Ray Rd Ste 160 Phoenix AZ 85044,0,0,2.5,
2j-g7OkNc_kSMUhEeRGANw,Health,725 W Elliot Rd Ste 115 Gilbert AZ 85233,0,0,5.0,
WVcx9MWLAM_P9pI1PvpKZg,Health,750 N Estrella Pkwy Ste 20 Goodyear AZ 85338,1,0,1.5,
3RCa_Qq-j1yaySmdDvYwZw,Health,2730 S Val Vista Dr Ste 136 Gilbert AZ 85295,1,0,2.5,
nVHwkGqR8ykPdVzUQYgFXA,Health,3900 W Ray Rd Chandler AZ 85226,1,1,3.0,
X_1c0ZBvtFabL_22yoqnMw,Health,4915 E Baseline Rd Ste 112 Gilbert AZ 85234,1,0,2.0,
TXysymbMWuKD_U2LI8yVbA,Health,9465 E Ironwood Square Dr Scottsdale AZ 85258,0,0,4.5,
GpMjeBUOEQhVfuVKURGOjg,Health,6112 E Brown Rd Mesa AZ 85205,1,0,4.0,
1zmd4XXOPr_spV3KiWCzFA,Health,13838 S 46th Pl Ste 320 Phoenix AZ 85044,1,0,3.0,
whQtEKAAwtP7HAbsgYLn3w,Health,1455 W Chandler Blvd Ste A4 Chandler AZ 85224,1,0,3.0,
GUBZqLMC5cLc72jEW_pxyQ,Health,3483 S Mercy Rd Bldg 4 Gilbert AZ 85297,0,0,3.0,
QjBoCwDZrmwDCvZzrww70A,Health,2510 E. Hunt Hwy Suite 28 San Tan Valley AZ 85143,1,1,2.0,
U3wrDS90g73VcNM66dQP6w,Health,2629 E Rose Garden Ln Phoenix AZ 85050,1,1,5.0,
MGX9q4RRU32RlnOn4XEKeA,Health,1111 E Northern Ave Ste B Phoenix AZ 85020,1,1,5.0,
_iXX-4B9JBh4QOQIAdU92w,Health,8440 W Thunderbird Rd Peoria AZ 85381,1,0,5.0,
PEEaWesXe3nurRmhDGJqzg,Health,8040 E Indian School Rd Ste 100 Scottsdale AZ 85251,1,1,5.0,
-N4B9Nrnb6yif5x9Ib4J7Q,Health,15294 W Brookside Ln Surprise AZ 85374,1,0,5.0,
i3kHiYnEvLc_m8kCSK25pw,Health,10645 N Tatum Blvd Ste C100 Phoenix AZ 85028,1,1,4.0,
IoFpjTuixfoHxjW5fT1Dsw,Health,2175 N Alma School Rd Suite C104 Chandler AZ 85224,0,0,3.5,
foyb-54uT6lU5PM0X-fyxQ,Health,1807 E Queen Creek Rd Ste 7 Chandler AZ 85286,1,1,4.5,
fRhltUjb3kH0BXUi1CtWaQ,Health,3133 E Camelback Rd Ste 105 Phoenix AZ 85016,1,0,3.5,
iyRuzvG0JrqGfaP5V1wvzw,Health,3700 N 24th St Ste 210 Phoenix AZ 85018,1,0,5.0,
y2TxCH5dmGpyniP8nAIWiA,Health,5865 W Ray Rd Chandler AZ 85226,0,1,2.0,
cY96WnOapNKQBt9ww-c1DA,Health,1831 E Camelback Rd Ste B2 Phoenix AZ 85016,0,1,2.5,
AW2Q-_329_WjjPa1t7H4nA,Health,2020 W Whispering Wind Dr Ste 113 Phoenix AZ 85085,1,0,3.0,
2vdlbK0loYSYqJeqq_TZ9g,Health,Camelback Eye Care 114 W Camelback Phoenix AZ 85013,1,0,5.0,
1dsl5huFbQqMywsz4bpiaw,Health,2080 N Dobson Rd Chandler AZ 85224,0,0,5.0,
2QM2p_15M93bsWHsqzSmvQ,Health,535 E. McKellips Road Ste. 101 Mesa AZ 85203,0,1,4.0,
QBhbW2En65rT8Vs1sDbCMw,Health,3923 E. Camelback Road Phoenix AZ 85018,1,1,1.5,
KiO6tOTFltmQObHkxzwVrg,Health,2045 S Vineyard Mesa AZ 85210,1,0,3.5,
fxHyUXxXHYTvTE9wDw4CtA,Health,3592 S Atherton Blvd Gilbert AZ 85297,1,0,3.0,
7xyz5uuUjtSTMI5ux1u9Sw,Health,2910 N Litchfield Rd Goodyear AZ 85395,0,1,2.0,
V7uxrFvKDubJD-XL00WeFA,Health,60 S Kyrene Rd Ste 1 Chandler AZ 85226,1,0,2.5,
VFE7LQE1uxVdmmGD19_qmw,Health,2680 S Val Vista Dr Bldg 7 Ste 135 Gilbert AZ 85295,1,0,2.0,
ROfZSPgkNPR0vNT7GP_kHw,Health,Healthy Smiles 4350 E Ray Rd Bldg 5 Ste 122 Phoenix AZ 85044,1,0,5.0,
r6HcEDgNm30tlfmJJU4tqQ,Health,4110 N 108th Ave Phoenix AZ 85037,0,1,5.0,
Wkx5ufZwMA9F8HQeoZqwsw,Health,2085 S Blue Jay Dr Ste 106 Gilbert AZ 85295,1,0,2.5,
wmytA9xmHAkCtdH0D6PSTw,Health,3950 E Riggs Rd Ste 2 Chandler AZ 85249,1,0,3.0,
WTZyik_sT23NfN2C6Xhb3w,Health,14155 N 83rd Ave Ste 110 Peoria AZ 85381,1,0,3.5,
J6OojF0R_1OuwNlrZI-ynQ,Health,9494 W. Northern Avenue Ste. 101 Glendale AZ 85305,0,1,3.5,
7SqZkeHsCtjEr1AZVWfedw,Health,4646 E Greenway Rd Ste 102 Phoenix AZ 85032,1,0,3.5,
eB7jr6YI5EZvSiGLPspyZg,Health,16968 W Bell Rd Ste 402 Surprise AZ 85374,1,0,4.0,
jnZ9cGeh1cj1LSYctKprfQ,Health,7904 E Chaparral Rd Ste 109 Scottsdale AZ 85250,1,0,5.0,
gKwxFsoWXydLFnYSLsYeMQ,Health,3303 S Lindsay Rd Ste 121 Gilbert AZ 85297,1,0,3.5,
PCd22VEO3hrNsi_E2rh4nQ,Health,1847 W Heatherbrae Dr Phoenix AZ 85015,0,1,4.5,
QeVT8yyT_6WCTS41EB4umw,Health,8630 E Via de Ventura Ste 201 Scottsdale AZ 85258,1,0,3.5,
f5tynxn-zu62l7K8_GqgAA,Health,8402 W Thunderbird Rd Peoria AZ 85381,0,1,4.0,
fMntWlVctrzLjeE2SjL8KQ,Health,2074 E Southern Ave Ste B101 Tempe AZ 85282,1,0,4.0,
rguii3ZX4qieDi0uK0DLYw,Health,5601 W Eugie Ave Ste 100 Glendale AZ 85304,1,0,3.0,
zyjyDSdyw0eUqxAWnM_fdA,Health,18404 N Tatum Blvd Phoenix AZ 85032,1,0,5.0,
9Itfe26n4VNJCOEnivjK4g,Health,8900 E Pinnacle Peak Rd Scottsdale AZ 85255,1,0,4.5,
ahVWPUSwIKZet4cv0YqXAA,Health,1530 S Val Vista Dr Ste 106 Gilbert AZ 85296,0,1,5.0,
-E6NMzhMX4YScGCNwbycPg,Health,3501 N Scottsdale Rd Ste 226 Scottsdale AZ 85251,1,0,5.0,
mNaaC0DtS8KKoV-zatLw6Q,Health,1819 W Dunlap Ave Ste 1 Phoenix AZ 85021,1,1,3.0,
GXRo8iPU_QLzn23pTH-6Og,Health,5965 W Ray Rd Ste 26 Chandler AZ 85226,1,0,3.0,
CR9XJppkJFhxCENxj-ILnA,Health,2830 N 3rd St Phoenix AZ 85004,1,0,2.5,
V9LRMbYuH8ua5n5bXYvxFg,Health,44 W University Dr Ste 201 Mesa AZ 85201,1,1,4.0,
zD8B1fkB_w6PMXyfz_8_nw,Health,6859 E Rembrandt Ave Mesa AZ 85212,0,0,1.0,
LYox_CSj3IrJdJxG5jPWKw,Health,3420 S Mercy Rd Ste 107 Gilbert AZ 85297,1,0,2.0,
8jamkYEhVsj3Z4qh4Hsrqw,Health,2835 E. Brown Rd. Suite 101 Mesa AZ 85213,1,0,3.5,
NcNcgrtEjwLJh_a2WgdT8A,Health,7737 E Indian School Rd Scottsdale AZ 85251,0,1,4.5,
Kdw1QfBQ8DLpH_R19xMmUA,Health,19235 N Cave Creek Rd Ste 104 Phoenix AZ 85024,1,0,4.0,
82VgkKG5bUmQ2qPDXj2vNg,Health,535 South Dobson Rd. Mesa AZ 85202,1,1,2.5,
DbU6jDGRB5-z-W_nzK2OiQ,Health,1800 E Van Buren St Phoenix AZ 85006,0,0,3.0,
7XMbAOQ637yWuR_JXjBkKw,Health,5125 N 16th St Phoenix AZ 85016,1,0,2.5,
rohVwdnKJgts4H1P9HBSUA,Health,19389 N 59th Ave Glendale AZ 85308,1,1,3.0,
Quy7NaAATgn-_-c-WH2Klw,Health,16630 W Greenway Rd Surprise AZ 85388,1,0,3.0,
S9di9efLvDve-wAqStFhAA,Health,8232 W Cactus Rd Ste 120 Peoria AZ 85381,0,1,4.5,
q3GDgTNPbdbKvyDyGQAqfQ,Health,3230 E Baseline Rd Ste 101 Phoenix AZ 85042,1,0,5.0,
usEcbJQvPyaa_DFYig_bxg,Health,3150 S Gilbert Rd Ste 1 Chandler AZ 85286,0,0,4.0,
bcH1jNV9UllRc_HDpJAkCg,Health,16222 N 59th Ave Glendale AZ 85306,0,0,2.5,
XyufFDia39kSUyATE6Nd8w,Health,595 N Dobson Rd Chandler AZ 85224,1,0,5.0,
YnKI9aO1XsR1xOEiDqkQGw,Health,1150 W Washington St Tempe AZ 85281,1,0,1.0,
RYZFXZ06G3PsuVHlA5g83w,Health,7400 S Power Rd Ste 131 Gilbert AZ 85297,0,0,5.0,
nk3I4ZpGoPsfx8jSK198Wg,Health,7101 E Thomas Rd Scottsdale AZ 85251,1,1,5.0,
xX3JupHE-RB2rGr5GScESA,Health,14155 N 83rd Ave Bldg 8 Peoria AZ 85381,0,0,2.5,
jbwllDCInha55Ie7fLCYQg,Health,2010 E. Rio Salado Pkwy. Ste. 120 Tempe AZ 85281,0,1,5.0,
fCgCKySt63QXlFbVf0BvNA,Health,8800 E Raintree Dr Ste 350 Scottsdale AZ 85260,0,0,3.5,
2BwPs-mId-B7dm00HtsMnA,Health,14672 N Frank Lloyd Wright Blvd Scottsdale AZ 85260,0,1,2.5,
_SZA99JumR-IBmdnkjQxJg,Health,1005 South Arizona Ave Suite 4 Chandler AZ 85286,1,1,3.5,
YuDkHN0bbGqtXY8797O6Pw,Health,6920 E Shea Blvd Ste 201 Scottsdale AZ 85254,1,0,4.0,
Q_lcvCNEu5FLPCDxaeI46Q,Health,2320 E Baseline Rd Ste 145 Phoenix AZ 85042,0,1,3.0,
uYst8iy9dZdabuT2GnUl7A,Health,7245 E Osborn Rd Ste 4 Scottsdale AZ 85251,1,0,3.0,
h-WHXV5IAHW8gjrijcy6ZA,Health,4388 N Civic Center Plz Ste 100 Scottsdale AZ 85251,1,0,3.0,
gpyWGG0U-yqnVKru6y8fNQ,Health,2730 S Val Vista Dr Ste 138 Gilbert AZ 85295,1,0,5.0,
8sHuwxMri64DyOthmQvsIw,Health,115 W McDowell Rd Ste 4B Phoenix AZ 85003,1,0,5.0,
Drqt0CRuF6wzEHU1UFpS9w,Health,11110 N Tatum Blvd Ste H102 Phoenix AZ 85028,0,0,5.0,
pRQA1mpVWcEUyfDU2Yk8yA,Health,9941 N 95th St Scottsdale AZ 85258,1,1,5.0,
si7KuAfWUGbU0fVWIt61Yw,Health,9745 W Happy Valley Rd Peoria AZ 85383,0,0,5.0,
De5UoFO_eLJmPu18nlIemA,Health,2550 E Guadalupe Rd Ste 111 Gilbert AZ 85234,0,0,5.0,
WclLpwhMEJo9GOwkdu_tOg,Health,10814 N Scottsdale Rd Scottsdale AZ 85254,1,1,3.5,
ohpfNtbK-JocT2pbKfmyYQ,Health,10184 W Happy Valley Rd Ste 195 Peoria AZ 85383,1,0,4.5,
itpHJcXW0PXNsdTbbKMfpA,Health,1425 S Alma School Ste 103 Mesa AZ 85210,1,1,4.5,
8bAJSdGa-LGFuOXBKyAwXg,Health,20950 N. Tatum Blvd. Ste. 190 Phoenix AZ 85050,0,1,2.0,
5ewvdwDvMIjWg_M0W0eiwQ,Health,1740 S Val Vista Dr Mesa AZ 85204,0,0,3.5,
qZ5TGbUr37JQKjxI9ks-Ig,Health,5270 W Baseline Rd Ste 130 Laveen AZ 85339,1,0,1.0,
m9i6aX4nmuTwqO5PjeLNZg,Health,7350 S Mcclintock Dr Ste 102 Tempe AZ 85283,0,0,5.0,
0f1oltdXd_3elbeLPK49Og,Health,7425 E. Shea Blvd. Ste. 108 Scottsdale AZ 85260,0,1,3.0,
NEiUmryHP4ob9Yv_iJ8XpQ,Health,5656 S Power Rd Ste 121 Gilbert AZ 85295,0,0,3.0,
5fs37tiQA8GTUx6eUTT5NQ,Health,3200 N Hayden Rd Ste 162 Scottsdale AZ 85251,0,0,2.5,
s0wmwvgFvDrYTiaB6HCGcw,Health,3306 W Roosevelt St Phoenix AZ 85009,1,0,3.0,
YKmFOgPEu-E4VwrvgnV9PA,Health,3501 N Scottsdale Rd Ste 160 Scottsdale AZ 85251,1,0,5.0,
nSCLWYT0irr4WSAYihvwHQ,Health,9059 W Lake Pleasant Pkwy Peoria AZ 85382,1,0,5.0,
GQuUFerQlnyRoOGdA63EKA,Health,4840 E Indian School Rd Ste 102 Phoenix AZ 85018,1,0,2.5,
pfbRzrQ8W5LTmg0H90uziA,Health,Peoria AZ 85382,1,0,4.5,
r-5_rdz6hB25prcXrmWNRA,Health,323 S Gilbert Rd Gilbert AZ 85296,0,0,5.0,
0z23dM0QUymtjKtTxlIpyw,Health,425 W Guadalupe Rd Ste 108 Gilbert AZ 85233,0,1,4.5,
mEFV4iFFOHS4DiKQbiifug,Health,4850 E Baseline Rd Mesa AZ 85206,0,0,3.5,
5shtjIGUqp9litOYM-yf7Q,Health,4312 N 7th Ave Phoenix AZ 85013,0,0,5.0,
VO3MtZe6kQyWuXtK984uPQ,Health,14940 W Indian School Rd Goodyear AZ 85395,0,0,4.0,
GtSBeSaMK9aNJT8Ka4GkDQ,Health,4444 N 32nd St Phoenix AZ 85018,1,0,4.5,
DFfji6bvndgfIawE4QhHIg,Health,9097 E Desert Cove Dr Ste 260 Scottsdale AZ 85260,1,0,3.5,
bkHvINXXbKA3Bt0RM0lCmQ,Health,444 W Osborn Rd Phoenix AZ 85013,1,0,1.5,
FzV8JLn2_xcmHnVgEC3RJQ,Health,9336 E Raintree Dr Ste 140 Scottsdale AZ 85260,1,0,3.5,
LAyT9W9Khdl6ZPbxXEr7JQ,Health,20542 N Lake Pleasant Rd Ste 109 Peoria AZ 85382,1,0,4.5,
RsF4CnzW5GFcbWuPWxe-2w,Health,4440 N 36th St Ste 240 Phoenix AZ 85018,1,1,4.5,
MkeT2HYr2UCFHXn2ngTmrw,Health,15341 W Waddell Rd Ste 107 Surprise AZ 85379,1,0,4.0,
MrgM5sZ-GBLuufTYHfjvEw,Health,1840 W Maryland Ave Ste D Phoenix AZ 85015,1,0,4.0,
HLbtxdO4NjwrByexahGKbA,Health,3029 N Alma School Rd Suite 118 Chandler AZ 85224,0,1,4.5,
-hyRIQfgdwhPdNw8PTWMYw,Health,7400 S Power Rd Ste 112 Gilbert AZ 85297,1,0,3.5,
mEVZFRpKmg4TZlfOLCh-Zg,Health,9590 E Ironwood Square Dr Scottsdale AZ 85258,1,0,2.5,
G3qaT0y_oxxF592VKZAR0w,Health,16772 W Bell Rd Ste 100 Surprise AZ 85374,1,0,4.5,
zKrAq66Pzf1EU375s8eYeg,Health,20950 N Tatum Blvd Ste 150 Phoenix AZ 85050,1,0,5.0,
97xybJGRID5LtTKCcF0jig,Health,2940 E Banner Gateway Dr Ste 325 Gilbert AZ 85234,0,0,3.0,
nutVWcp-X4_5Jk2mcuVOSw,Health,1300 N 12th St Ste 503 Phoenix AZ 85006,0,0,3.0,
JQfnRNbSuYbA4s1HhrasVg,Health,111 W Wigwam Blvd Ste A Ste A Litchfield Park AZ 85340,1,0,3.5,
LXfwVef1hsqhtda1Rzrr9Q,Health,7400 S Power Rd Ste 136 Gilbert AZ 85297,1,0,3.5,
OesTe3GNqcnIk0ZGOhiM7A,Health,4550 E Bell Rd Bldg 8 Ste 178 Phoenix AZ 85032,1,0,3.5,
aRaQRMexk-jxQQ-bdTnpoQ,Health,3200 S Gilbert Rd Ste 1 Chandler AZ 85286,0,1,3.0,
SdCoM5T-yKPlbMcwE-Hygw,Health,9745 N 90th Pl Scottsdale AZ 85258,1,0,2.5,
9I2rm3qEHY-Q0-gg_t8L5Q,Health,Bell & 7th Phoenix AZ 85003,0,0,3.5,
NTucmdOsScTNLarauej7_w,Health,8595 E Bell Rd Ste 103 Scottsdale AZ 85260,1,0,4.0,
LY4WyxiRnmQTpo-9tGXetA,Health,4444 N 32nd St Ste 208 Phoenix AZ 85018,1,0,4.5,
oCmLcACke_0sGkOPxRJUlw,Health,45 W Combs Rd Queen Creek AZ 85140,1,0,3.5,
UMySzxdhUhev-ENGp1bHGw,Health,250 W Chandler Heights Rd Chandler AZ 85248,0,1,3.0,
ykQ7RmQXQ4ajFSzlDIYSpw,Health,1343 N Alma School Rd Ste 205 Chandler AZ 85224,1,0,2.0,
cByHwvovWK32g-wxSLAVVQ,Health,3636 N 3rd Ave Ste 100 Phoenix AZ 85013,1,0,5.0,
I8JiDO2p_wmiYemsgE7pAA,Health,4730 E Indian School Rd. Suite 210 Phoenix AZ 85018,0,0,5.0,
vVxHeZZn9BSdJMOlbFkbWg,Health,725 W Elliot Rd Ste 104 Gilbert AZ 85233,1,0,4.5,
cNC2_-SfMfycnJTHZ26f-g,Health,9449 N 90th St Ste 105 Scottsdale AZ 85258,1,1,4.0,
yI0KUxjHdNrPdPXoRk7HRw,Health,3029 N Alma School Rd Ste 126 Chandler AZ 85224,0,1,3.5,
MwIM3O0p8V_y2ttXz0_xGw,Health,3592 S Atherton Blvd Ste 107 Gilbert AZ 85297,1,0,3.5,
GYQRIsD6-kTwWJyHodyfRA,Health,3980 E Riggs Rd Ste 1 Chandler AZ 85249,1,0,5.0,
ZCtZrX-IRmnXjon0OzyKZw,Health,2765 S. Market St. Ste. 106 Gilbert AZ 85296,0,1,4.0,
P2qYrbf_zToJGlVStMpNEw,Health,13820 W. Bell Rd. 5 Surprise AZ 85374,1,0,1.0,
1zCTfFkbEEmasVbSecbF1g,Health,21321 E Ocotillo Rd Ste 121 Queen Creek AZ 85242,0,0,5.0,
BEGMXs0XPKRbD3nLy3tfZA,Health,81 W Guadalupe Rd Ste 111 Gilbert AZ 85233,1,0,4.5,
clxsVqReGcnSeI2w3TdCMg,Health,6320 W Union Hills Dr Ste 160 Glendale AZ 85308,1,0,1.5,
Cjd2GNKYqdmYnMTTgLKNcg,Health,3341 E Queen Creek Rd Ste 101 Gilbert AZ 85298,1,0,4.0,
a7IVwMDSF27XGiwk1yyy-Q,Health,312 N Alma School Rd Ste 1 Chandler AZ 85224,0,1,5.0,
dXhBU-RIa4WvjWWOl0ap9w,Health,6755 E Superstition Springs Blvd Ste 203 Mesa AZ 85206,1,0,5.0,
K_IDEfLrLHLZdY-wA05stw,Health,5270 W Baseline Rd Ste 160 Laveen AZ 85339,0,1,3.5,
-KcEUiwXi4uHoa6VV6KMuA,Health,7221 East Princess Blvd Suite 118 Scottsdale AZ 85255,1,1,2.5,
gjpGQS4njr4oCeywxDjDgQ,Health,3180 S Gilbert Rd Ste 5 Chandler AZ 85286,0,0,5.0,
KWAgbLx6s65FOy-wGNXJ5w,Health,1100 S Dobson Rd Ste 103W Chandler AZ 85224,1,1,5.0,
d46lb8HkDXYfKSmYyyMqJg,Health,290 W Chandler Heights Rd Chandler AZ 85248,1,0,5.0,
WJ_0d4hXRC7zT3z9Xtj84Q,Health,3180 N Alma School Rd Ste 3 Chandler AZ 85224,0,0,4.5,
4xkwMbjmtzL774ocwKo1DA,Health,Scottsdale Women's Care 7301 E 2nd St Scottsdale AZ 85251,1,0,4.5,
ZiGgLzKxAqVScUM3f-NSSQ,Health,7301 E 2nd St Ste 102 Scottsdale AZ 85251,1,0,3.0,
G3h8wqolibsL7fpDjCmsSw,Health,4530 E Ray Rd Ste 120 Phoenix AZ 85044,0,0,2.5,
wwbZGpfTUqzWMqetnJEvjg,Health,7301 E 2nd St Ste 206 Scottsdale AZ 85251,0,0,4.5,
rjphpWi6miBIE1ozv_VkrA,Health,1515 N 9th St Ste B Phoenix AZ 85006,1,0,4.5,
j7_qELpkD8_emS4yYIl1TA,Health,4235 N 32nd St Phoenix AZ 85018,1,0,5.0,
qFVJvtQOskvM6XacdgfmZA,Health,1820 N. 75th Ave. Suite 112 Phoenix AZ 85035,0,1,4.5,
JX-q6kCF2J4eBPTs1JrkFQ,Health,1313 E Osborn Rd Phoenix AZ 85014,1,0,3.0,
OvUxI7nC88VDFJwUMOxg5Q,Health,5620 E Broadway Rd Mesa AZ 85206,1,0,2.5,
RTfAHMeImpYOcotRiPiUaQ,Health,2875 W Ray Rd Chandler AZ 85224,0,0,3.5,
10_Qfooraf2RS8PQC1nY9g,Health,1425 W Elliot Rd Ste 204 Gilbert AZ 85233,1,1,3.0,
z5rbKDh_tM4ukP-leSU15Q,Health,3050 N 44th St Phoenix AZ 85018,1,0,5.0,
SnCi3edMieuYMOa8BJXMKg,Health,21300 N John Wayne Pkwy Ste 128 Maricopa AZ 85139,0,0,5.0,
1dHqXuwnQLIEuNyKC6DeMg,Health,4055 S Arizona Ave Ste 7 Chandler AZ 85248,1,0,4.0,
K-12aeT9GzRXPvhFeROFaQ,Health,20414 N 27th Ave Phoenix AZ 85027,0,0,2.5,
Te9loJefuqbtwQ7Q1SgWIg,Health,10253 N Scottsdale Rd Scottsdale AZ 85253,1,1,5.0,
il6yjixaZ4ARFx2XZENmzw,Health,15425 S 48th St Phoenix AZ 85044,0,0,3.5,
1EijFh9CwBquhE25Vmpekw,Health,9821 N 95th St Ste 110 Scottsdale AZ 85258,1,0,4.0,
8my0Dq5EDtRp2YLRPBYkIg,Health,3750 W Greenway Rd Phoenix AZ 85053,1,1,3.5,
6jAkHpPc69A2PoyQbwO1hw,Health,9305 W Thomas Rd Ste 125 Phoenix AZ 85037,1,0,4.0,
kql8mjNllNTM-uq8Pu-O2w,Health,20201 N Scottsdale Healthcare Dr Ste 250 Scottsdale AZ 85255,1,0,5.0,
SA9jRaTckAwrUGumkRE_ug,Health,2525 W Carefree Hwy Bldg 2 Ste 108 Phoenix AZ 85085,1,0,3.5,
